id,mvt_id,name,brand,categories,names,city_fips,city_name,state,pop_20,cty_fips,cty_type,cty_centrality,cty_msa_adj,rucc,geometry_wkt,institutional
78f42f79-d923-43ea-b830-af53d37c4589,13818524,Family Dollar,NA,"{""primary"":""discount_store"",""alternate"":[""retail""]}","{""primary"":""Family Dollar"",""common"":null,""rules"":null}",0527310,"Glenwood, Arkansas",AR,2068,05109,Non-Core,--,Non-Adjacent,9,POINT (-93.53894 34.3253),FALSE
71e14f27-5a09-4bf3-84c9-cac0315c503d,13855495,Dollar Tree,"{""wikidata"":null,""names"":{""primary"":""Dollar Tree"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""shopping"",""pop_up_shop""]}","{""primary"":""Dollar Tree"",""common"":null,""rules"":null}",0553480,"Paris, Arkansas",AR,3176,05083,Non-Core,--,Adjacent,8,POINT (-93.72334 35.29183),FALSE
0a5f01e9-7cdc-4d81-ac43-d4f3f451a56e,13855500,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0553480,"Paris, Arkansas",AR,3176,05083,Non-Core,--,Adjacent,8,POINT (-93.72096 35.29094),FALSE
3d2d8b73-3b81-460e-9289-a640f1781aac,13957101,Family Dollar,"{""wikidata"":null,""names"":{""primary"":""Family Dollar"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""shopping"",""grocery_store""]}","{""primary"":""Family Dollar"",""common"":null,""rules"":null}",0556540,"Pocahontas, Arkansas",AR,7371,05121,Non-Core,--,Non-Adjacent,7,POINT (-90.98519 36.25765),FALSE
f6f3bfa5-d779-4e48-a04e-be57599bdbb2,13957097,Family Dollar,NA,"{""primary"":""discount_store"",""alternate"":[""department_store"",""retail""]}","{""primary"":""Family Dollar"",""common"":null,""rules"":null}",0556540,"Pocahontas, Arkansas",AR,7371,05121,Non-Core,--,Non-Adjacent,7,POINT (-90.98522 36.25748),FALSE
33492a56-1c19-4460-971f-232d728a03ce,13957057,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0556540,"Pocahontas, Arkansas",AR,7371,05121,Non-Core,--,Non-Adjacent,7,POINT (-90.97316 36.25484),FALSE
889fe9f4-d2bd-45c7-967d-ab02bd8424f1,13957251,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0556540,"Pocahontas, Arkansas",AR,7371,05121,Non-Core,--,Non-Adjacent,7,POINT (-90.97432 36.2726),FALSE
df2c3fac-6bd5-46b3-9999-747727605628,13957451,Dollar Tree,"{""wikidata"":null,""names"":{""primary"":""Dollar Tree"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""shopping"",""pop_up_shop""]}","{""primary"":""Dollar Tree"",""common"":null,""rules"":null}",0556540,"Pocahontas, Arkansas",AR,7371,05121,Non-Core,--,Non-Adjacent,7,POINT (-90.9611 36.24999),FALSE
66141aae-6cdb-4742-a337-6d50e24aa325,13937231,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0536430,"Kensett, Arkansas",AR,1400,05145,Micro,Central,Adjacent,4,POINT (-91.67118 35.23555),FALSE
a4f85530-d098-4642-88ea-225cd33c2912,13841638,Dollar Tree,"{""wikidata"":null,""names"":{""primary"":""Dollar Tree"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""shopping"",""party_supply""]}","{""primary"":""Dollar Tree"",""common"":null,""rules"":null}",0500970,"Alma, Arkansas",AR,5825,05033,Metro,Central,In Metro,3,POINT (-94.22754 35.48034),FALSE
